eventID,eventDate,Year,Month,Day,footprintWKT,coordinateUncertaintyInMeters,decimalLatitude,decimalLongitude,geodeticDatum
IYS:GoA2020:Stn4:trawl,2020-03-16T05:19:00Z,2020,3,16,POINT  ( -138.511666666667   47.4 ),0,47.4,-138.51166666666666,WGS84
IYS:GoA2020:Stn4:trawl,2020-03-16T05:19:00Z,2020,3,16,POINT  ( -138.511666666667   47.4 ),0,47.4,-138.51166666666666,WGS84
IYS:GoA2020:Stn5:trawl,2020-03-16T07:30:00Z,2020,3,16,POINT  ( -138.538333333333   47.3316666666667 ),0,47.33166666666666,-138.53833333333333,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn7:trawl,2020-03-17T02:08:00Z,2020,3,17,POINT  ( -141.491666666667   47.4416666666667 ),0,47.44166666666667,-141.49166666666667,WGS84
IYS:GoA2020:Stn3:trawl,2020-03-15T18:13:00Z,2020,3,15,POINT  ( -136.983333333333   47.4216666666667 ),0,47.42166666666667,-136.98333333333332,WGS84
IYS:GoA2020:Stn3:trawl,2020-03-15T18:13:00Z,2020,3,15,POINT  ( -136.983333333333   47.4216666666667 ),0,47.42166666666667,-136.98333333333332,WGS84
IYS:GoA2020:Stn8:trawl,2020-03-17T11:02:00Z,2020,3,17,POINT  ( -142.98   47.43 ),0,47.43,-142.98,WGS84
IYS:GoA2020:Stn8:trawl,2020-03-17T11:02:00Z,2020,3,17,POINT  ( -142.98   47.43 ),0,47.43,-142.98,WGS84
IYS:GoA2020:Stn8:trawl,2020-03-17T11:02:00Z,2020,3,17,POINT  ( -142.98   47.43 ),0,47.43,-142.98,WGS84
IYS:GoA2020:Stn9:trawl,2020-03-17T20:39:00Z,2020,3,17,POINT  ( -143.011666666667   48.395 ),0,48.395,-143.01166666666666,WGS84
IYS:GoA2020:Stn9:trawl,2020-03-17T20:39:00Z,2020,3,17,POINT  ( -143.011666666667   48.395 ),0,48.395,-143.01166666666666,WGS84
IYS:GoA2020:Stn9:trawl,2020-03-17T20:39:00Z,2020,3,17,POINT  ( -143.011666666667   48.395 ),0,48.395,-143.01166666666666,WGS84
IYS:GoA2020:Stn9:trawl,2020-03-17T20:39:00Z,2020,3,17,POINT  ( -143.011666666667   48.395 ),0,48.395,-143.01166666666666,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn10:trawl,2020-03-18T05:02:00Z,2020,3,18,POINT  ( -144.481666666667   48.4033333333333 ),0,48.403333333333336,-144.48166666666665,WGS84
IYS:GoA2020:Stn11:trawl,2020-03-18T13:52:00Z,2020,3,18,POINT  ( -145.981666666667   48.415 ),0,48.415,-145.98166666666665,WGS84
IYS:GoA2020:Stn11:trawl,2020-03-18T13:52:00Z,2020,3,18,POINT  ( -145.981666666667   48.415 ),0,48.415,-145.98166666666665,WGS84
IYS:GoA2020:Stn11:trawl,2020-03-18T13:52:00Z,2020,3,18,POINT  ( -145.981666666667   48.415 ),0,48.415,-145.98166666666665,WGS84
IYS:GoA2020:Stn11:trawl,2020-03-18T13:52:00Z,2020,3,18,POINT  ( -145.981666666667   48.415 ),0,48.415,-145.98166666666665,WGS84
IYS:GoA2020:Stn11:trawl,2020-03-18T13:52:00Z,2020,3,18,POINT  ( -145.981666666667   48.415 ),0,48.415,-145.98166666666665,WGS84
IYS:GoA2020:Stn12:trawl,2020-03-18T22:20:00Z,2020,3,18,POINT  ( -147.501666666667   48.3916666666667 ),0,48.391666666666666,-147.50166666666667,WGS84
IYS:GoA2020:Stn12:trawl,2020-03-18T22:20:00Z,2020,3,18,POINT  ( -147.501666666667   48.3916666666667 ),0,48.391666666666666,-147.50166666666667,WGS84
IYS:GoA2020:Stn12:trawl,2020-03-18T22:20:00Z,2020,3,18,POINT  ( -147.501666666667   48.3916666666667 ),0,48.391666666666666,-147.50166666666667,WGS84
IYS:GoA2020:Stn12:trawl,2020-03-18T22:20:00Z,2020,3,18,POINT  ( -147.501666666667   48.3916666666667 ),0,48.391666666666666,-147.50166666666667,WGS84
IYS:GoA2020:Stn12:trawl,2020-03-18T22:20:00Z,2020,3,18,POINT  ( -147.501666666667   48.3916666666667 ),0,48.391666666666666,-147.50166666666667,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn13:trawl,2020-03-19T07:12:00Z,2020,3,19,POINT  ( -147.525   49.4066666666667 ),0,49.406666666666666,-147.525,WGS84
IYS:GoA2020:Stn14:trawl,2020-03-19T18:21:00Z,2020,3,19,POINT  ( -147.513333333333   50.42 ),0,50.42,-147.51333333333332,WGS84
IYS:GoA2020:Stn14:trawl,2020-03-19T18:21:00Z,2020,3,19,POINT  ( -147.513333333333   50.42 ),0,50.42,-147.51333333333332,WGS84
IYS:GoA2020:Stn14:trawl,2020-03-19T18:21:00Z,2020,3,19,POINT  ( -147.513333333333   50.42 ),0,50.42,-147.51333333333332,WGS84
IYS:GoA2020:Stn14:trawl,2020-03-19T18:21:00Z,2020,3,19,POINT  ( -147.513333333333   50.42 ),0,50.42,-147.51333333333332,WGS84
IYS:GoA2020:Stn14:trawl,2020-03-19T18:21:00Z,2020,3,19,POINT  ( -147.513333333333   50.42 ),0,50.42,-147.51333333333332,WGS84
IYS:GoA2020:Stn14:trawl,2020-03-19T18:21:00Z,2020,3,19,POINT  ( -147.513333333333   50.42 ),0,50.42,-147.51333333333332,WGS84
IYS:GoA2020:Stn14:trawl,2020-03-19T18:21:00Z,2020,3,19,POINT  ( -147.513333333333   50.42 ),0,50.42,-147.51333333333332,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn16:trawl,2020-03-19T06:22:00Z,2020,3,19,POINT  ( -147.515   51.4033333333333 ),0,51.403333333333336,-147.515,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn17:trawl,2020-03-20T15:09:00Z,2020,3,20,POINT  ( -146.016666666667   51.4233333333333 ),0,51.42333333333333,-146.01666666666668,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn19:trawl,2020-03-21T02:03:00Z,2020,3,21,POINT  ( -146.006666666667   50.4083333333333 ),0,50.40833333333333,-146.00666666666666,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn20:trawl,2020-03-21T10:56:00Z,2020,3,21,POINT  ( -144.498333333333   50.4033333333333 ),0,50.403333333333336,-144.49833333333333,WGS84
IYS:GoA2020:Stn21:trawl,2020-03-21T20:03:00Z,2020,3,21,POINT  ( -144.506666666667   51.4983333333333 ),0,51.498333333333335,-144.50666666666666,WGS84
IYS:GoA2020:Stn21:trawl,2020-03-21T20:03:00Z,2020,3,21,POINT  ( -144.506666666667   51.4983333333333 ),0,51.498333333333335,-144.50666666666666,WGS84
IYS:GoA2020:Stn21:trawl,2020-03-21T20:03:00Z,2020,3,21,POINT  ( -144.506666666667   51.4983333333333 ),0,51.498333333333335,-144.50666666666666,WGS84
IYS:GoA2020:Stn21:trawl,2020-03-21T20:03:00Z,2020,3,21,POINT  ( -144.506666666667   51.4983333333333 ),0,51.498333333333335,-144.50666666666666,WGS84
IYS:GoA2020:Stn22:trawl,2020-03-22T04:19:00Z,2020,3,22,POINT  ( -143.005   51.48 ),0,51.48,-143.005,WGS84
IYS:GoA2020:Stn22:trawl,2020-03-22T04:19:00Z,2020,3,22,POINT  ( -143.005   51.48 ),0,51.48,-143.005,WGS84
IYS:GoA2020:Stn22:trawl,2020-03-22T04:19:00Z,2020,3,22,POINT  ( -143.005   51.48 ),0,51.48,-143.005,WGS84
