occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID,measurementMethod
IYS:GoA2020:Stn3:trawl:1-pr6,IYS:GoA2020:Stn3:trawl:1-pr6-1,Prey proportion in the sample, ,15,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:1-pr6,IYS:GoA2020:Stn3:trawl:1-pr6-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:1-pr6,IYS:GoA2020:Stn3:trawl:1-pr6-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:1-pr6,IYS:GoA2020:Stn3:trawl:1-pr6-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:1-pr6,IYS:GoA2020:Stn3:trawl:1-pr6-5,Digestion level IV proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-p,IYS:GoA2020:Stn3:trawl:2-p-1,Stomachs analyzed, ,13,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:2-p,IYS:GoA2020:Stn3:trawl:2-p-2,"Consumer's average weight, g", ,958,gram,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,measurementValue represents the average
IYS:GoA2020:Stn3:trawl:2-p,IYS:GoA2020:Stn3:trawl:2-p-3,"Consumer's average length,cm", ,45.4,centimeter,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,measurementValue represents the average
IYS:GoA2020:Stn3:trawl:2-p,IYS:GoA2020:Stn3:trawl:2-p-4,Number of empty stomachs (fullness score - 0), ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:2-p,IYS:GoA2020:Stn3:trawl:2-p-5,Number of stomachs with middle fullness (fullness score - 1-2), ,12,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:2-p,IYS:GoA2020:Stn3:trawl:2-p-6,Number of full stomachs (fullness score - 3-4), ,0,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:2-pr1,IYS:GoA2020:Stn3:trawl:2-pr1-1,Prey proportion in the sample, ,89,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr1,IYS:GoA2020:Stn3:trawl:2-pr1-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr1,IYS:GoA2020:Stn3:trawl:2-pr1-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr1,IYS:GoA2020:Stn3:trawl:2-pr1-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr1,IYS:GoA2020:Stn3:trawl:2-pr1-5,Digestion level IV proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr2,IYS:GoA2020:Stn3:trawl:2-pr2-1,Prey proportion in the sample, ,0.5,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr2,IYS:GoA2020:Stn3:trawl:2-pr2-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr2,IYS:GoA2020:Stn3:trawl:2-pr2-3,Digestion level II proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr2,IYS:GoA2020:Stn3:trawl:2-pr2-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr2,IYS:GoA2020:Stn3:trawl:2-pr2-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr3,IYS:GoA2020:Stn3:trawl:2-pr3-1,Prey proportion in the sample, ,9.5,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr3,IYS:GoA2020:Stn3:trawl:2-pr3-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr3,IYS:GoA2020:Stn3:trawl:2-pr3-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr3,IYS:GoA2020:Stn3:trawl:2-pr3-4,Digestion level III proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr3,IYS:GoA2020:Stn3:trawl:2-pr3-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr4,IYS:GoA2020:Stn3:trawl:2-pr4-1,Prey proportion in the sample, ,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr4,IYS:GoA2020:Stn3:trawl:2-pr4-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr4,IYS:GoA2020:Stn3:trawl:2-pr4-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr4,IYS:GoA2020:Stn3:trawl:2-pr4-4,Digestion level III proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:2-pr4,IYS:GoA2020:Stn3:trawl:2-pr4-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-p,IYS:GoA2020:Stn3:trawl:3-p-1,Stomachs analyzed, ,23,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:3-p,IYS:GoA2020:Stn3:trawl:3-p-2,"Consumer's average weight, g", ,322,gram,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,measurementValue represents the average
IYS:GoA2020:Stn3:trawl:3-p,IYS:GoA2020:Stn3:trawl:3-p-3,"Consumer's average length,cm", ,31.4,centimeter,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,measurementValue represents the average
IYS:GoA2020:Stn3:trawl:3-p,IYS:GoA2020:Stn3:trawl:3-p-4,Number of empty stomachs (fullness score - 0), ,2,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:3-p,IYS:GoA2020:Stn3:trawl:3-p-5,Number of stomachs with middle fullness (fullness score - 1-2), ,21,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:3-p,IYS:GoA2020:Stn3:trawl:3-p-6,Number of full stomachs (fullness score - 3-4), ,0,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:3-pr1,IYS:GoA2020:Stn3:trawl:3-pr1-1,Prey proportion in the sample, ,75,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr1,IYS:GoA2020:Stn3:trawl:3-pr1-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr1,IYS:GoA2020:Stn3:trawl:3-pr1-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr1,IYS:GoA2020:Stn3:trawl:3-pr1-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr1,IYS:GoA2020:Stn3:trawl:3-pr1-5,Digestion level IV proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr2,IYS:GoA2020:Stn3:trawl:3-pr2-1,Prey proportion in the sample, ,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr2,IYS:GoA2020:Stn3:trawl:3-pr2-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr2,IYS:GoA2020:Stn3:trawl:3-pr2-3,Digestion level II proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr2,IYS:GoA2020:Stn3:trawl:3-pr2-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr2,IYS:GoA2020:Stn3:trawl:3-pr2-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr3,IYS:GoA2020:Stn3:trawl:3-pr3-1,Prey proportion in the sample, ,22,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr3,IYS:GoA2020:Stn3:trawl:3-pr3-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr3,IYS:GoA2020:Stn3:trawl:3-pr3-3,Digestion level II proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr3,IYS:GoA2020:Stn3:trawl:3-pr3-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr3,IYS:GoA2020:Stn3:trawl:3-pr3-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr4,IYS:GoA2020:Stn3:trawl:3-pr4-1,Prey proportion in the sample, ,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr4,IYS:GoA2020:Stn3:trawl:3-pr4-2,Digestion level I proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr4,IYS:GoA2020:Stn3:trawl:3-pr4-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr4,IYS:GoA2020:Stn3:trawl:3-pr4-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr4,IYS:GoA2020:Stn3:trawl:3-pr4-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr5,IYS:GoA2020:Stn3:trawl:3-pr5-1,Prey proportion in the sample, ,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr5,IYS:GoA2020:Stn3:trawl:3-pr5-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr5,IYS:GoA2020:Stn3:trawl:3-pr5-3,Digestion level II proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr5,IYS:GoA2020:Stn3:trawl:3-pr5-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:3-pr5,IYS:GoA2020:Stn3:trawl:3-pr5-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-p,IYS:GoA2020:Stn3:trawl:10-p-1,Stomachs analyzed, ,3,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:10-p,IYS:GoA2020:Stn3:trawl:10-p-2,"Consumer's average weight, g", ,1445,gram,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,measurementValue represents the average
IYS:GoA2020:Stn3:trawl:10-p,IYS:GoA2020:Stn3:trawl:10-p-3,"Consumer's average length,cm", ,52.4,centimeter,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,measurementValue represents the average
IYS:GoA2020:Stn3:trawl:10-p,IYS:GoA2020:Stn3:trawl:10-p-4,Number of empty stomachs (fullness score - 0), ,0,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:10-p,IYS:GoA2020:Stn3:trawl:10-p-5,Number of stomachs with middle fullness (fullness score - 1-2), ,3,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:10-p,IYS:GoA2020:Stn3:trawl:10-p-6,Number of full stomachs (fullness score - 3-4), ,0,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn3:trawl:10-pr1,IYS:GoA2020:Stn3:trawl:10-pr1-1,Prey proportion in the sample, ,50,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr1,IYS:GoA2020:Stn3:trawl:10-pr1-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr1,IYS:GoA2020:Stn3:trawl:10-pr1-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr1,IYS:GoA2020:Stn3:trawl:10-pr1-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr1,IYS:GoA2020:Stn3:trawl:10-pr1-5,Digestion level IV proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr2,IYS:GoA2020:Stn3:trawl:10-pr2-1,Prey proportion in the sample, ,50,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr2,IYS:GoA2020:Stn3:trawl:10-pr2-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr2,IYS:GoA2020:Stn3:trawl:10-pr2-3,Digestion level II proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr2,IYS:GoA2020:Stn3:trawl:10-pr2-4,Digestion level III proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn3:trawl:10-pr2,IYS:GoA2020:Stn3:trawl:10-pr2-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:4-p,IYS:GoA2020:Stn4:trawl:4-p-1,Stomachs analyzed, ,9,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:4-p,IYS:GoA2020:Stn4:trawl:4-p-2,"Consumer's average weight, g", ,594,gram,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,measurementValue represents the average
IYS:GoA2020:Stn4:trawl:4-p,IYS:GoA2020:Stn4:trawl:4-p-3,"Consumer's average length,cm", ,37.8,centimeter,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,measurementValue represents the average
IYS:GoA2020:Stn4:trawl:4-p,IYS:GoA2020:Stn4:trawl:4-p-4,Number of empty stomachs (fullness score - 0), ,3,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:4-p,IYS:GoA2020:Stn4:trawl:4-p-5,Number of stomachs with middle fullness (fullness score - 1-2), ,6,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:4-p,IYS:GoA2020:Stn4:trawl:4-p-6,Number of full stomachs (fullness score - 3-4), ,0,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:4-pr1,IYS:GoA2020:Stn4:trawl:4-pr1-1,Prey proportion in the sample, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:4-pr1,IYS:GoA2020:Stn4:trawl:4-pr1-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:4-pr1,IYS:GoA2020:Stn4:trawl:4-pr1-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:4-pr1,IYS:GoA2020:Stn4:trawl:4-pr1-4,Digestion level III proportion, ,100,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:4-pr1,IYS:GoA2020:Stn4:trawl:4-pr1-5,Digestion level IV proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:5-p,IYS:GoA2020:Stn4:trawl:5-p-1,Stomachs analyzed, ,18,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:5-p,IYS:GoA2020:Stn4:trawl:5-p-2,"Consumer's average weight, g", ,836,gram,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,measurementValue represents the average
IYS:GoA2020:Stn4:trawl:5-p,IYS:GoA2020:Stn4:trawl:5-p-3,"Consumer's average length,cm", ,42.4,centimeter,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,measurementValue represents the average
IYS:GoA2020:Stn4:trawl:5-p,IYS:GoA2020:Stn4:trawl:5-p-4,Number of empty stomachs (fullness score - 0), ,7,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:5-p,IYS:GoA2020:Stn4:trawl:5-p-5,Number of stomachs with middle fullness (fullness score - 1-2), ,11,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:5-p,IYS:GoA2020:Stn4:trawl:5-p-6,Number of full stomachs (fullness score - 3-4), ,0,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020:Stn4:trawl:5-pr1,IYS:GoA2020:Stn4:trawl:5-pr1-1,Prey proportion in the sample, ,97,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:5-pr1,IYS:GoA2020:Stn4:trawl:5-pr1-2,Digestion level I proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:5-pr1,IYS:GoA2020:Stn4:trawl:5-pr1-3,Digestion level II proportion, ,0,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:5-pr1,IYS:GoA2020:Stn4:trawl:5-pr1-4,Digestion level III proportion, ,70,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:5-pr1,IYS:GoA2020:Stn4:trawl:5-pr1-5,Digestion level IV proportion, ,30,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
IYS:GoA2020:Stn4:trawl:5-pr2,IYS:GoA2020:Stn4:trawl:5-pr2-1,Prey proportion in the sample, ,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,NA
